route,airline,departure_point,arrival_point,aircraft_model,business_seats,economy_seats,departure_time,arrival_time
FV6925,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,A320 Passenger (sharklets),8,150,08.03.2025 15:15,08.03.2025 20:30
FV6719,Rossiya,СОЧИ (АДЛЕР),,Sukhoi Superjet-100-95B,12,75,09.03.2025 16:00,09.03.2025 18:20
FV6925,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,09.03.2025 15:15,09.03.2025 20:30
FV6799,Rossiya,КРАСНОЯРСК,,Sukhoi Superjet-100-95B,12,75,08.03.2025 18:55,08.03.2025 20:10
FV6403,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95N,0,100,08.03.2025 16:40,08.03.2025 21:25
FV6401,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,09.03.2025 00:20,09.03.2025 05:05
FV5570,Rossiya,ШАРМ-ЭЛЬ-ШЕЙХ,,BOEING 737-800,0,189,09.03.2025 06:25,09.03.2025 15:35
FV6417,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95N,0,100,09.03.2025 11:55,09.03.2025 16:50
FV6791,Rossiya,КРАСНОЯРСК,,Sukhoi Superjet-100-95N,0,100,09.03.2025 16:00,09.03.2025 17:15
FV6403,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95N,0,100,09.03.2025 16:40,09.03.2025 21:25
FV6401,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,10.03.2025 00:20,10.03.2025 05:05
FV6621,Rossiya,КРАСНОЯРСК,,AIRBUS INDUSTRIE A319,8,120,08.03.2025 19:15,09.03.2025 00:15
FV6613,Rossiya,ВЛАДИВОСТОК (КНЕВИЧИ),ДАСИН,Sukhoi Superjet-100-95B,12,75,09.03.2025 00:15,09.03.2025 01:00
FV6133,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95B,12,75,09.03.2025 07:55,09.03.2025 11:55
FV6829,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,A320 Passenger (sharklets),8,150,09.03.2025 00:35,09.03.2025 09:10
FV6115,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),C2,AIRBUS INDUSTRIE A320,12,156,08.03.2025 15:00,08.03.2025 17:35
FV6115,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),C2,BOEING 737-800,0,189,09.03.2025 15:00,09.03.2025 17:35
FV2462,Rossiya,БЛАГОВЕЩЕНСК (ИГНАТЬЕВО),,Sukhoi Superjet-100-95B,12,75,08.03.2025 16:40,08.03.2025 20:00
FV6614,Rossiya,ДАСИН,ВЛАДИВОСТОК (КНЕВИЧИ),Sukhoi Superjet-100-95B,12,75,09.03.2025 02:00,09.03.2025 06:30
FV2462,Rossiya,БЛАГОВЕЩЕНСК (ИГНАТЬЕВО),,Sukhoi Superjet-100-95B,12,75,09.03.2025 15:45,09.03.2025 19:05
FV6648,Rossiya,ШАНХАЙ (ПУ ДОНГ),,Sukhoi Superjet-100-95B,12,75,10.03.2025 02:05,10.03.2025 07:10
FV6646,Rossiya,ХАРБИН,,Sukhoi Superjet-100-95B,12,75,10.03.2025 06:40,10.03.2025 10:05
FV6927,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,BOEING 777-300ER,21,436,08.03.2025 10:00,08.03.2025 16:15
FV2461,Rossiya,ВЛАДИВОСТОК (КНЕВИЧИ),,Sukhoi Superjet-100-95B,12,75,09.03.2025 06:25,09.03.2025 07:45
FV6255,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,BOEING 777-300,18,355,08.03.2025 21:05,09.03.2025 10:15
FV2477,Rossiya,ХАБАРОВСК (НОВЫЙ),,Sukhoi Superjet-100-95B,12,75,09.03.2025 13:30,09.03.2025 14:10
FV6879,Rossiya,КРАСНОЯРСК,,BOIENG 737-800 (WINGLETS),12,156,09.03.2025 08:30,09.03.2025 14:10
FV6877,Rossiya,КРАСНОЯРСК,,AIRBUS INDUSTRIE A319,8,120,10.03.2025 01:45,10.03.2025 07:20
FV6879,Rossiya,КРАСНОЯРСК,,BOIENG 737-800 (WINGLETS),12,156,10.03.2025 08:35,10.03.2025 14:10
FV6973,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),1,AIRBUS INDUSTRIE A319,8,120,08.03.2025 14:50,08.03.2025 19:45
FV6335,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,Sukhoi Superjet-100-95B,12,75,08.03.2025 15:25,08.03.2025 17:35
FV6307,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95B,12,75,08.03.2025 16:20,08.03.2025 17:50
FV6303,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95B,12,75,09.03.2025 08:00,09.03.2025 09:45
FV6337,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,Sukhoi Superjet-100-95B,12,75,09.03.2025 10:00,09.03.2025 12:10
FV6335,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,Sukhoi Superjet-100-95B,12,75,09.03.2025 15:25,09.03.2025 17:35
FV6307,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95B,12,75,09.03.2025 16:20,09.03.2025 17:50
FV6445,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),АПАТИТЫ (ХИБИНЫ),Sukhoi Superjet-100-95N,0,100,08.03.2025 11:00,08.03.2025 12:55
FV6853,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,08.03.2025 15:00,08.03.2025 16:55
FV6445,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),АПАТИТЫ (ХИБИНЫ),Sukhoi Superjet-100-95N,0,100,09.03.2025 11:00,09.03.2025 12:55
FV6853,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95N,0,100,09.03.2025 15:00,09.03.2025 16:55
FV6833,Rossiya,КАЛИНИНГРАД (ХРАБРОВО),,AIRBUS INDUSTRIE A319,8,120,09.03.2025 13:35,09.03.2025 17:30
FV6447,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95N,0,100,09.03.2025 19:05,09.03.2025 20:55
FV6961,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),2,AIRBUS INDUSTRIE A319,8,120,08.03.2025 10:05,08.03.2025 15:35
FV6811,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,BOEING 777-300,18,355,09.03.2025 19:15,10.03.2025 12:30
FV6681,Rossiya,СОЧИ (АДЛЕР),,Sukhoi Superjet-100-95B,12,75,09.03.2025 07:30,09.03.2025 12:35
FV6721,Rossiya,КРАСНОЯРСК,2,AIRBUS INDUSTRIE A319,8,120,08.03.2025 21:35,08.03.2025 22:35
FV6531,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),2,AIRBUS INDUSTRIE A319,8,120,09.03.2025 02:20,09.03.2025 09:20
FV6531,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),2,AIRBUS INDUSTRIE A319,8,120,10.03.2025 02:20,10.03.2025 09:15
FV6730,Rossiya,СТАМБУЛ,СОЧИ (АДЛЕР),Sukhoi Superjet-100-95B,12,75,08.03.2025 12:35,08.03.2025 14:30
FV6964,Rossiya,СТАМБУЛ,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),AIRBUS INDUSTRIE A319,8,120,08.03.2025 16:50,08.03.2025 22:10
FV6772,Rossiya,СТАМБУЛ,СОЧИ (АДЛЕР),Sukhoi Superjet-100-95B,12,75,08.03.2025 21:25,08.03.2025 23:00
FV6730,Rossiya,СТАМБУЛ,СОЧИ (АДЛЕР),Sukhoi Superjet-100-95B,12,75,09.03.2025 12:35,09.03.2025 14:30
FV6964,Rossiya,СТАМБУЛ,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),A320 Passenger (sharklets),8,150,09.03.2025 16:30,09.03.2025 21:50
FV6772,Rossiya,СТАМБУЛ,СОЧИ (АДЛЕР),Sukhoi Superjet-100-95B,12,75,09.03.2025 21:10,09.03.2025 23:00
FV6711,Rossiya,СОЧИ (АДЛЕР),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 15:00,08.03.2025 18:55
FV6719,Rossiya,СОЧИ (АДЛЕР),ЕРЕВАН (ЗВАРТНОЦ),Sukhoi Superjet-100-95B,12,75,08.03.2025 16:00,08.03.2025 18:20
FV6771,Rossiya,СОЧИ (АДЛЕР),СТАМБУЛ,Sukhoi Superjet-100-95B,12,75,08.03.2025 18:00,08.03.2025 20:15
FV6568,Rossiya,СОЧИ (АДЛЕР),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),AIRBUS INDUSTRIE A319,8,120,08.03.2025 18:45,08.03.2025 22:55
FV6876,Rossiya,СОЧИ (АДЛЕР),КРАСНОЯРСК,BOIENG 737-800 (WINGLETS),12,156,08.03.2025 21:40,09.03.2025 07:05
FV6562,Rossiya,СОЧИ (АДЛЕР),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),AIRBUS INDUSTRIE A319,8,120,08.03.2025 23:30,09.03.2025 04:10
FV6681,Rossiya,СОЧИ (АДЛЕР),АЛЬ-МАКТУМ,Sukhoi Superjet-100-95B,12,75,09.03.2025 07:30,09.03.2025 12:35
FV6729,Rossiya,СОЧИ (АДЛЕР),СТАМБУЛ,Sukhoi Superjet-100-95B,12,75,09.03.2025 09:30,09.03.2025 11:45
FV6560,Rossiya,СОЧИ (АДЛЕР),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),AIRBUS INDUSTRIE A320,12,156,09.03.2025 12:15,09.03.2025 16:45
FV6719,Rossiya,СОЧИ (АДЛЕР),ЕРЕВАН (ЗВАРТНОЦ),Sukhoi Superjet-100-95B,12,75,09.03.2025 16:00,09.03.2025 18:20
FV6771,Rossiya,СОЧИ (АДЛЕР),СТАМБУЛ,Sukhoi Superjet-100-95B,12,75,09.03.2025 18:00,09.03.2025 20:15
FV6568,Rossiya,СОЧИ (АДЛЕР),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),BOEING 737-800,0,189,09.03.2025 18:45,09.03.2025 22:55
FV6562,Rossiya,СОЧИ (АДЛЕР),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),AIRBUS INDUSTRIE A320,12,156,09.03.2025 21:05,10.03.2025 01:20
FV6876,Rossiya,СОЧИ (АДЛЕР),КРАСНОЯРСК,BOIENG 737-800 (WINGLETS),12,156,09.03.2025 21:40,10.03.2025 07:05
FV6681,Rossiya,СОЧИ (АДЛЕР),АЛЬ-МАКТУМ,Sukhoi Superjet-100-95B,12,75,10.03.2025 07:30,10.03.2025 12:35
FV6828,Rossiya,САРАНСК,МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 22:05,08.03.2025 23:35
FV6828,Rossiya,САРАНСК,МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 22:05,09.03.2025 23:35
FV6624,Rossiya,САНЬЯ,КРАСНОЯРСК,BOIENG 737-800 (WINGLETS),12,156,09.03.2025 05:35,09.03.2025 11:25
FV6027,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 13:00,08.03.2025 14:45
FV6567,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),СОЧИ (АДЛЕР),AIRBUS INDUSTRIE A319,8,120,08.03.2025 13:00,08.03.2025 17:35
FV6333,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),КАЛИНИНГРАД (ХРАБРОВО),Sukhoi Superjet-100-95N,0,100,08.03.2025 13:30,08.03.2025 14:25
FV6855,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 13:30,08.03.2025 15:10
FV6237,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),САМАРА (КУРУМОЧ),Sukhoi Superjet-100-95N,0,100,08.03.2025 13:35,08.03.2025 17:10
FV6427,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 14:00,08.03.2025 15:40
FV6917,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 14:30,08.03.2025 16:15
FV6113,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),НИЖНИЙ НОВГОРОД (СТРИГИНО),Sukhoi Superjet-100-95B,12,75,08.03.2025 14:50,08.03.2025 16:50
FV6973,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),БАКУ (МЕЖДУНАРОДНЫЙ),AIRBUS INDUSTRIE A319,8,120,08.03.2025 14:50,08.03.2025 19:45
FV6115,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),ВОЛГОГРАД (ГУМРАК),AIRBUS INDUSTRIE A320,12,156,08.03.2025 15:00,08.03.2025 17:35
FV6495,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 15:00,08.03.2025 16:40
FV6853,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),АПАТИТЫ (ХИБИНЫ),AIRBUS INDUSTRIE A319,8,120,08.03.2025 15:00,08.03.2025 16:55
FV6561,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),СОЧИ (АДЛЕР),AIRBUS INDUSTRIE A319,8,120,08.03.2025 15:15,08.03.2025 22:30
FV6925,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),ЕРЕВАН (ЗВАРТНОЦ),A320 Passenger (sharklets),8,150,08.03.2025 15:15,08.03.2025 20:30
FV6175,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 16:00,08.03.2025 17:45
FV6515,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 16:00,08.03.2025 17:40
FV6329,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),КАЛИНИНГРАД (ХРАБРОВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 16:05,08.03.2025 17:05
FV6307,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),АРХАНГЕЛЬСК (ТАЛАГИ),Sukhoi Superjet-100-95B,12,75,08.03.2025 16:20,08.03.2025 17:50
FV6517,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 16:30,08.03.2025 18:10
FV6403,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),ЕКАТЕРИНБУРГ (КОЛЬЦОВО),Sukhoi Superjet-100-95N,0,100,08.03.2025 16:40,08.03.2025 21:25
FV6107,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),НИЖНИЙ НОВГОРОД (СТРИГИНО),Sukhoi Superjet-100-95N,0,100,08.03.2025 16:50,08.03.2025 18:50
FV6413,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),УФА,Sukhoi Superjet-100-95B,12,75,08.03.2025 17:10,08.03.2025 22:00
FV6519,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 17:30,08.03.2025 19:10
FV6345,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МУРМАНСК,AIRBUS INDUSTRIE A320,12,156,08.03.2025 17:55,08.03.2025 19:55
FV6179,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 18:00,08.03.2025 19:45
FV6579,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 18:30,08.03.2025 20:10
FV6587,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),СЫКТЫВКАР,Sukhoi Superjet-100-95B,12,75,08.03.2025 18:50,08.03.2025 21:00
FV6093,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 19:00,08.03.2025 20:40
FV6181,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 19:00,08.03.2025 20:45
FV6339,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МУРМАНСК,Sukhoi Superjet-100-95N,0,100,08.03.2025 19:25,08.03.2025 21:25
FV6703,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 19:30,08.03.2025 21:10
FV6953,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 20:00,08.03.2025 21:45
FV5991,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ДОМОДЕДОВО),AIRBUS INDUSTRIE A319,8,120,08.03.2025 20:20,08.03.2025 22:00
FV6705,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 20:30,08.03.2025 22:10
FV6169,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 21:00,08.03.2025 22:45
FV6595,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),КАЗАНЬ,AIRBUS INDUSTRIE A319,8,120,08.03.2025 21:20,08.03.2025 23:30
FV6709,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 21:30,08.03.2025 23:10
FV6471,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),ОМСК (ЦЕНТРАЛЬНЫЙ),AIRBUS INDUSTRIE A319,8,120,08.03.2025 21:45,09.03.2025 04:25
FV6803,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 22:30,09.03.2025 00:10
FV6573,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),КРАСНОЯРСК,AIRBUS INDUSTRIE A319,8,120,08.03.2025 22:40,09.03.2025 07:20
FV6441,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),СУРГУТ,AIRBUS INDUSTRIE A319,8,120,08.03.2025 22:50,09.03.2025 04:15
FV6451,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),ТЮМЕНЬ (РОЩИНО),BOEING 737-800,0,189,08.03.2025 23:40,09.03.2025 04:45
FV6161,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 23:55,09.03.2025 01:40
FV6581,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),ПЕРМЬ (БОЛЬШОЕ САВИНО),AIRBUS INDUSTRIE A319,8,120,09.03.2025 00:05,09.03.2025 04:25
FV6401,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),ЕКАТЕРИНБУРГ (КОЛЬЦОВО),AIRBUS INDUSTRIE A319,8,120,09.03.2025 00:20,09.03.2025 05:05
FV6461,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),ЧЕЛЯБИНСК (БАЛАНДИНО),AIRBUS INDUSTRIE A319,8,120,09.03.2025 00:25,09.03.2025 05:25
FV6453,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),ОРЕНБУРГ (ЦЕНТРАЛЬНЫЙ),Sukhoi Superjet-100-95B,12,75,09.03.2025 00:35,09.03.2025 05:25
FV6829,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),ГОРНО-АЛТАЙСК,A320 Passenger (sharklets),8,150,09.03.2025 00:35,09.03.2025 09:10
FV6979,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),САМАРКАНД,BOEING 737-800,0,189,09.03.2025 01:50,09.03.2025 08:35
FV6531,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),АЛМАТЫ,AIRBUS INDUSTRIE A319,8,120,09.03.2025 02:20,09.03.2025 09:20
FV6699,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 06:00,09.03.2025 07:40
FV6559,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),СОЧИ (АДЛЕР),AIRBUS INDUSTRIE A320,12,156,09.03.2025 06:35,09.03.2025 11:15
FV6127,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 07:30,09.03.2025 09:10
FV6231,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),САМАРА (КУРУМОЧ),AIRBUS INDUSTRIE A319,8,120,09.03.2025 07:40,09.03.2025 11:10
FV6475,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),КРАСНОЯРСК,AIRBUS INDUSTRIE A319,8,120,09.03.2025 07:50,09.03.2025 16:40
FV6133,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),ГРОЗНЫЙ,Sukhoi Superjet-100-95B,12,75,09.03.2025 07:55,09.03.2025 11:55
FV6323,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),КАЛИНИНГРАД (ХРАБРОВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 07:55,09.03.2025 08:55
FV6003,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 08:00,09.03.2025 09:45
FV6303,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),АРХАНГЕЛЬСК (ТАЛАГИ),Sukhoi Superjet-100-95B,12,75,09.03.2025 08:00,09.03.2025 09:45
FV6355,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МИНЕРАЛЬНЫЕ ВОДЫ,AIRBUS INDUSTRIE A319,8,120,09.03.2025 08:15,09.03.2025 12:20
FV6167,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 08:30,09.03.2025 10:10
FV6005,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 09:00,09.03.2025 10:45
FV6481,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 09:00,09.03.2025 10:40
FV6105,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),НИЖНИЙ НОВГОРОД (СТРИГИНО),Sukhoi Superjet-100-95B,12,75,09.03.2025 09:10,09.03.2025 11:10
FV6343,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МУРМАНСК,AIRBUS INDUSTRIE A319,8,120,09.03.2025 09:10,09.03.2025 11:10
FV6963,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),СТАМБУЛ,A320 Passenger (sharklets),8,150,09.03.2025 09:30,09.03.2025 15:25
FV6007,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 10:00,09.03.2025 11:45
FV6059,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 10:30,09.03.2025 12:10
FV6325,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),КАЛИНИНГРАД (ХРАБРОВО),AIRBUS INDUSTRIE A319,8,120,09.03.2025 10:55,09.03.2025 11:55
FV6857,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МИНЕРАЛЬНЫЕ ВОДЫ,AIRBUS INDUSTRIE A319,8,120,09.03.2025 10:55,09.03.2025 15:00
FV6009,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 11:00,09.03.2025 12:45
FV6215,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 11:00,09.03.2025 12:40
FV6445,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),АПАТИТЫ (ХИБИНЫ),Sukhoi Superjet-100-95N,0,100,09.03.2025 11:00,09.03.2025 12:55
FV6243,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 11:30,09.03.2025 13:10
FV6341,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МУРМАНСК,Sukhoi Superjet-100-95N,0,100,09.03.2025 11:30,09.03.2025 13:30
FV6417,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),ЕКАТЕРИНБУРГ (КОЛЬЦОВО),Sukhoi Superjet-100-95N,0,100,09.03.2025 11:55,09.03.2025 16:50
FV6025,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 12:00,09.03.2025 13:45
FV6065,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МАХАЧКАЛА,AIRBUS INDUSTRIE A319,8,120,09.03.2025 12:00,09.03.2025 15:40
